Date,Recovery,Grade
2023-12-20,81.55275407725031,84.98147578983246
2023-08-14,85.31630997100166,79.34694093358193
2023-12-02,88.0315976217969,71.663298142776
2023-02-23,79.09683907938793,86.92915456748491
2023-12-12,83.59822252407746,82.44484888273776
2023-05-08,94.24631864239672,26.448613079965916
2023-02-05,85.7817448455199,78.30765841499554
2023-09-15,78.08318022302473,87.492663241098
2023-11-20,80.54542458502236,85.89719859459629
2023-04-11,94.41575348528127,24.25814467175249
2023-08-26,74.65007487493233,88.73812328650439
2023-11-16,84.46347361854413,81.01748583730503
2023-07-06,,86.685848100783
2023-07-17,89.11752076981865,67.21530025323928
2023-12-19,91.82265924051235,50.861096721541536
2023-09-23,85.94389298396915,77.92226482050638
2023-01-13,88.80518862573497,68.59503684773117
2023-02-20,80.52266719403163,85.91582997342316
2023-08-24,88.90599050854996,68.15912542530049
2023-03-18,80.64601425409059,85.81382284561741
2023-01-26,77.72817162700618,87.66451537352937
2023-07-14,87.61638330265878,73.12451877269189
2023-04-09,85.6345604635181,78.64682789271862
2023-08-09,80.22027499753611,86.15551331343751
2023-08-06,86.8957586777754,75.38955288644755
2023-01-15,87.21931616372713,74.41282710441223
2023-04-23,80.69387157472649,85.77356263393077
2023-06-16,,86.32199772176388
2023-01-12,92.27136753481487,47.186280514183174
2023-12-31,84.92158944198722,80.15559787558266
2023-12-05,81.57994551131392,84.9541092697553
2023-04-17,82.93190509620126,83.3874714666711
2023-09-02,83.45493515476439,82.65828751536996
2023-05-05,81.52716070134318,85.00709835242247
2023-09-14,81.37201310768208,85.15964669710439
2023-05-26,89.72239743495207,64.28525455775885
2023-10-19,82.59486440769606,83.81851845750855
2023-03-05,,88.22055326907925
2023-01-19,86.56533850825451,76.32385882373002
2023-11-29,88.866264887013,68.33196635821555
2023-01-22,88.2680929772018,70.77515047266525
2023-07-20,83.15409081028778,83.0870030549337
2023-11-11,83.07560095409362,83.19467574961311
2023-10-23,90.68445681301347,58.829365315687085
2023-12-29,89.65924187057152,64.6080176899833
2023-04-28,84.22494953454583,81.43593466348943
2023-03-17,81.57594954529843,84.95814030032983
2023-06-18,90.94014896176151,57.19388649576595
2023-04-12,78.26120469428777,87.4017814636681
2023-10-04,87.46870888674594,73.61564574974143
2023-11-23,84.21166491918092,81.4586585251366
2023-08-25,92.47242272245684,45.42961444434624
2023-01-24,81.2891748979678,85.23917928457583
2023-06-02,81.2762258897578,85.2514929140706
2023-05-15,81.82076960810559,84.70512689017987
2023-05-17,87.88295408307471,72.20040134434042
2023-06-25,88.40797259140814,70.22972373024817
2023-01-25,96.34877311993804,-6.7702601267031355
2023-01-11,85.72021785580439,78.45065570737539
2023-02-25,87.14165935265208,74.65304683388494
2023-04-25,83.6599831452431,82.3509479735973
2023-05-22,,74.48237004112399
2023-05-10,87.03730918120556,74.97001915616957
2023-09-25,85.44211043522331,79.0755086664596
2023-04-14,89.84698354079006,63.63646511059802
2023-11-15,84.69186798952177,80.59765909331637
2023-04-10,87.00994681722351,75.052045668828
2023-07-11,86.33525434674591,76.93893114551992
2023-06-23,81.74487203349926,84.784893554291
2023-07-22,90.49829797943556,59.96856432489854
2023-08-29,81.81281487223886,84.71354405617853
2023-03-31,90.27225863465569,61.29599041146172
2023-05-28,90.58508144047926,59.44276809747593
2023-02-11,77.89991031410513,87.5829031873166
2023-06-07,79.60034245818288,86.60381214105179
2023-07-27,81.30984545397156,85.21945678291345
2023-02-09,83.48848624712332,82.6088573625531
2023-06-14,78.87282240584916,87.06370208831021
2023-12-17,81.17928038046779,85.34267537209418
2023-11-10,81.34661123567588,85.18417514451224
2023-06-29,85.08739579512529,79.82367186530209
2023-08-07,96.29654475345426,-5.764690672872121
2023-11-18,80.93503505722961,85.56471398348887
2023-10-08,84.44729671383763,81.04650073000663
2023-01-16,86.66837163687133,76.03911598245513
2023-09-04,90.7616578239156,58.34434967993006
2023-09-27,85.48700083134392,78.97698610790661
2023-10-17,91.50923114782499,53.23922711024454
2023-12-10,78.9296129845294,87.03016115648416
2023-01-06,80.11361060061795,86.23665867475253
2023-02-28,81.82838953159518,84.69705143270924
2023-01-04,96.20446599600729,-4.017251515860707
2023-08-12,87.40740736886731,73.815296516368
2023-10-21,79.69992088639226,86.53549671500389
2023-03-13,85.64491455378705,78.62329317930667
2023-10-26,83.00275485368563,83.29310525471688
2023-04-02,91.11222535191214,56.04520220784992
2023-06-12,89.7471040346288,64.15787532187494
2023-07-19,91.68263974718197,51.94193413864737
2023-11-28,79.05527522398133,86.95457599494854
2023-04-06,88.53286584095974,69.7296695816703
2023-06-30,83.23003044373257,82.98120759092835
2023-07-29,84.5092480517852,80.93487436598659
2023-03-16,87.01170820588774,75.046778909739
2023-07-16,88.85895275606833,68.36363109875965
2023-08-10,83.27009112150307,82.92474618855753
2023-09-10,85.7097658166039,78.47477333061589
2023-05-17,87.88295408307471,72.20040134434042
2023-05-12,87.69624595645908,72.85281047163295
2023-08-11,82.68202012676953,83.70982357789796
2023-10-31,81.59910898001574,84.93473280763568
2023-05-14,85.15915279137175,79.67657431421534
2023-07-05,76.98971172196626,87.98518488391045
2023-05-25,96.91572387431971,-18.38935335047634
2023-06-19,86.58471305962425,76.27076219788447
2023-09-17,88.05189689553603,71.58870247535395
2023-11-16,84.46347361854413,81.01748583730503
2023-01-20,80.72952130349138,85.74332068115616
2023-05-07,82.82423224139181,83.52834713895696
2023-02-06,,55.77775833666133
2023-02-24,84.85908885830672,80.27788813771213
2023-07-09,92.71507297703369,43.21326659894229
2023-03-09,87.31391127762888,74.11512579602024
2023-03-06,85.88713071126877,78.05860141833244
2023-05-20,79.53469245634747,86.64811261979838
2023-03-23,89.50413243477094,65.38363218674031
2023-04-26,89.01228197898197,67.6898554230123
2023-01-10,87.05299250969186,74.92280111593625
2023-01-02,87.00078604183612,75.07940756598033
2023-11-24,96.28361748649104,-5.517415325663265
2023-06-05,81.68260856818947,84.84943299521433
2023-04-24,94.55032476549516,22.464725531775798
2023-03-21,85.28082671114873,79.42227436247057
2023-10-09,90.100863558579,62.26326231446113
2023-08-18,83.81039135131996,82.11735613659097
2023-03-24,87.3283121986523,74.06930848276654
2023-08-13,77.29601492777688,87.85789695334729
2023-06-01,93.56671360824683,34.52525818977095
2023-06-13,85.43775620692595,79.08501807110649
2023-04-13,78.64757500757133,87.19304548109164
2023-03-12,88.64545281088769,69.2680569124935
2023-11-30,,86.9391138890058
2023-02-02,80.56107126184943,85.88433944325642
2023-03-08,76.84900826516977,88.04109284055849
2023-03-27,94.47944588015292,23.415336781382578
2023-10-18,81.8595622017921,84.66388674359001
2023-04-03,86.0413748903843,77.68448227269472
2023-12-24,,83.79961684736573
2023-11-14,83.56556403805047,82.49403602952935
2023-05-03,,76.52517314717963
2023-02-15,82.80962849194407,83.54722164106822
2023-10-07,95.3224643067966,11.187000277653496
2023-02-18,76.93051076221025,88.00890000876434
2023-07-13,79.15953251129402,86.89040779048054
2023-08-15,85.78253268982688,78.30581592088889
2023-02-08,83.06336591296024,83.21130807601992
2023-06-17,77.27614451611194,87.86639295413545
2023-09-22,75.31860097076746,88.55760447974045
2023-01-18,83.97420868117099,81.85481602538812
2023-08-01,88.93163981054488,68.04679691929458
2023-05-19,86.98003356330823,75.14120708277156
2023-02-12,76.46864904687493,88.18458352833153
2023-02-22,82.44597431215564,83.99987708155822
2023-01-29,92.6638960717923,43.689704223576086
2023-10-05,84.41948030482817,81.09617327027485
2023-08-28,88.38454017515123,70.32216002909593
2023-09-16,77.08530801332459,87.94629250132166
2023-11-01,88.33191541015957,70.52818228080731
2023-04-15,79.1343829744292,86.90600948083991
2023-10-10,81.53975076107804,84.99451032467276
2023-11-04,78.26641247101222,87.39907386545246
2023-03-01,83.18629417006431,83.04233501770597
2023-06-06,90.63317961053254,59.1474003229595
2023-12-26,88.10179149171756,71.40405787978847
2023-06-09,82.81089977627784,83.5455807692682
2023-07-31,86.58609107595652,76.26697785363541
2023-02-07,91.01189924392206,56.71972291537556
2023-03-04,80.93426858977773,85.56539383185367
2023-05-21,77.54371203647197,87.74910593325026
2023-10-28,,87.29241189281875
2023-12-03,76.22054708281141,88.27246677485155
2023-09-09,82.12106015093467,84.37738350998484
2023-02-16,78.73602319975036,87.14294968865703
2023-09-13,88.47374571828003,69.96793506151204
2023-07-10,78.53571545138276,87.25514518385197
2023-11-18,80.93503505722961,85.56471398348887
2023-07-18,95.81617974640345,3.0075753152264895
2023-10-06,74.84657766109252,88.68754343026224
2023-07-04,88.12615725513594,71.31321585077457
2023-05-09,88.36147378506217,70.41273030211806
2023-11-19,86.3725817886197,76.84105901074548
2023-05-06,84.25182729836165,81.38977412034492
2023-10-03,83.045233124062,83.23588307127632
2023-05-11,81.15041962777342,85.36948071429526
2023-09-11,83.40335791427452,82.7336312989109
2023-07-03,73.88298423887787,88.91759876292956
2023-04-21,94.33779480213285,25.27522473885425
2023-01-23,89.32218099429753,66.26332567760133
2023-10-15,91.05572644841351,56.42672435873882
2023-07-23,88.27631865361299,70.74349696439961
2023-06-03,80.86780730670493,85.6239497229048
2023-06-20,89.6042941189041,64.88553646139817
2023-12-22,82.39405343849444,84.06186102333527
2023-09-29,71.13703621786675,89.37500252136171
2023-08-03,80.27776872040874,86.11105140484267
2023-10-12,86.4317184444614,76.68449984431547
2023-12-13,83.17653227804158,83.05590576064003
2023-02-10,79.75723517466454,86.49555512195664
2023-06-24,79.82878579107768,86.44504554653042
2023-01-05,94.33778995074984,25.275287539758793
2023-07-24,88.20065763048797,71.03269667561395
2023-06-15,89.22181488200773,66.73504689988994
2023-08-08,84.78871424169678,80.41376762683069
2023-09-30,94.77956154125347,19.296335641247538
2023-03-30,79.64623689244729,86.57249541047445
2023-03-07,82.99109531895868,83.3087268879789
2023-07-28,86.39962299521619,76.7696994915523
2023-04-05,86.781831985872,75.71869284526677
2023-08-20,82.53340058318904,83.89404081652475
2023-12-25,82.60172092996027,83.81003594962301
2023-09-26,83.44556914150765,82.67202715807646
2023-10-29,93.29065339809094,37.50511309272664
2023-02-01,,75.40399862765456
2023-02-19,83.93629859893015,81.91633941385285
2023-12-21,81.73853200032491,84.79150215310668
2023-07-25,76.91521977844583,88.0149798828281
2023-11-02,82.69640106305724,83.6917058100684
2023-10-20,96.51958348841971,-10.13324916690803
2023-04-07,85.0525001036041,79.89444660615437
2023-05-02,79.50299604707902,86.6692939704338
2023-05-27,80.4358888727792,85.98610188536351
2023-03-20,83.44223733936313,82.67690860262103
2023-03-25,77.31878156861389,87.84812101557128
2023-04-22,89.53022329137693,65.25484403509967
2023-09-01,83.51104560299136,82.5754341351988
2023-07-08,81.30218501804343,85.22677538411756
2023-11-13,84.7891427435471,80.41294604796448
2023-03-31,90.27225863465569,61.29599041146172
2023-04-20,92.40257395717212,46.04792286085164
2023-05-13,81.62833669671312,84.90503685881887
2023-09-06,80.93317870397898,85.56636036936543
2023-01-27,85.22879258650723,79.53178408870373
2023-06-27,81.55225111124899,84.98198059385301
2023-11-08,90.38871902988132,60.619567281575335
2023-01-08,84.2432139585115,81.40459391222721
2023-07-30,89.55089454046296,65.15232961447751
2023-05-31,84.65879197337685,80.65965221462135
2023-12-08,82.73307098074307,83.6452708157241
2023-04-04,89.88319518241856,63.44483866186172
2023-08-31,84.33559711206522,81.2443035149433
2023-07-15,84.14226834388876,81.57638760509889
2023-12-28,85.01885444543134,79.9622199216629
2023-12-16,86.74827228496586,75.8142271556582
2023-01-03,89.8936899205287,63.38904223271197
2023-12-30,86.6998249190063,75.95101604499139
2023-11-25,81.47649862071883,85.05743307278281
2023-04-19,,21.589445418300826
2023-10-30,84.40917977435716,81.11449721686483
2023-04-24,94.55032476549516,22.464725531775798
2023-04-08,93.92935246952918,30.35230015771799
2023-06-21,86.59363826471511,76.24623305901318
2023-12-15,87.89260748864439,72.16600279975523
2023-03-03,83.2022341922973,83.02011855653215
2023-09-28,86.99523172820065,75.09597309326453
2023-08-16,86.16090518100138,77.38651942180587
2023-06-26,80.98295167913079,85.52200487813512
2023-11-26,89.71630362484747,64.31657562254242
2023-08-17,82.01341965517318,84.49713412875668
2023-03-15,78.82587089823174,87.09114575724085
2023-03-14,90.6970034227165,58.75104994001986
2023-12-04,87.25467230902957,74.30221601719508
2023-08-30,83.01364092835601,83.27848699554461
2023-06-10,82.50983774653848,83.92274786521403
2023-11-09,79.36587095621628,86.75939745161534
2023-10-01,86.95046661343963,75.22881363867853
2023-12-11,82.79538683853704,83.56557513682725
2023-06-04,84.50773737787284,80.93761284203283
2023-07-12,84.80358590886252,80.38521253024746
2023-09-18,79.05570371107986,86.9543149987862
2023-02-21,86.93451248929631,75.27587079137797
2023-01-30,92.34679384950142,46.53552825460893
2023-03-29,84.10037582093824,81.64667003822268
2023-10-16,88.44909082267394,70.06646961990162
2023-11-05,88.46886576345067,69.98747663816744
2023-04-30,89.61103335783264,64.85166316443235
2023-05-24,88.17515718446053,71.12918535497337
2023-12-27,88.49228574553668,69.89351817166715
2023-02-26,85.33258611191584,79.31220629155483
2023-05-01,86.88212765577815,75.42932970713893
2023-05-23,85.83336747686265,78.18631519944032
2023-11-12,85.47175794658537,79.01053944304778
2023-02-13,94.75387697615895,19.65860295072538
2023-09-24,87.61945511917102,73.1141479109024
2023-07-01,78.1252435329099,87.47148088942838
2023-03-28,90.89389785579826,57.49595106622246
2023-06-28,82.72233748241328,83.65889787890208
2023-12-07,,60.88962929481571
